"affordance","attainability","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commonality","conflict","connectedness","construal_level","control","difficulty","external_importance","external_motivation","ideal_motivation","identified_motivation","importance","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","ought_motivation","social_desirability","specificity","visibility"
1,0.307435885940544,0.149127674780182,0.160825324683117,0.122492420464449,0.43316419320749,-0.00294457299708593,-0.274207224259112,0.0392252608570962,0.120563493758655,0.245158911192866,-0.130801045023418,0.152581308484434,0.0220283828302526,0.201867255888096,0.191774620654142,0.22421591799358,0.139258494557998,0.147452685631435,-0.0469240752464743,0.209492505952454,0.183412994590767,0.0159397495599423,0.196456015783602,0.187424941198097,0.198169071800363
0.307435885940544,1,0.184196087794635,0.182826884489697,0.0623686430223395,0.461106989027397,-0.0578631561785361,-0.129793463386166,0.0784565281965223,0.104758063246488,0.157048665646139,-0.304568381688465,0.0721540041988856,0.0563650113725149,0.0413900821599334,0.254165187392627,0.282903779658506,0.0994513988091132,0.168073151177493,-0.00279583827639421,0.208331204471775,0.192101598213871,-0.0644167142352363,0.140493811825327,0.183618052781001,0.22548949912824
0.149127674780182,0.184196087794635,1,0.785888978326828,0.295806396986876,0.24601199915614,0.114827031786148,-0.0999338479897629,0.162374877145517,0.394292708678628,0.202274391732366,0.313687565035947,0.34416449401405,0.0639194296012008,0.473641149250412,0.568946026916349,0.639195597946986,0.374529673694706,0.105022762524013,0.152686877800265,0.360423263966171,0.201380843744948,0.0106043315568188,0.325241226037494,0.293776310384509,0.25957227988174
0.160825324683117,0.182826884489697,0.785888978326828,1,0.309630654389543,0.250667589460178,0.158103321607448,-0.107649973269791,0.152006885465267,0.338429918061586,0.196130506875374,0.305484117647593,0.318529382169262,0.0819124317186209,0.458041887327034,0.567115973153414,0.613706372518388,0.358155481487622,0.0929832967747786,0.154194869694336,0.363369561712907,0.184554957326861,0.0281835829921321,0.380970909143013,0.237794514912679,0.23606797749979
0.122492420464449,0.0623686430223395,0.295806396986876,0.309630654389543,1,0.235606892307624,0.393103991341128,-0.177397748732765,0.286524021336329,0.205686039324215,0.200854281752054,0.1452455127237,0.197958474719497,0.152679342788694,0.421016708652235,0.459740545974549,0.414186049770736,0.397843895836991,-0.16426502310997,0.235458351442297,0.251243823867158,0.131198715037548,0.0409553134422811,0.406888181799893,0.14794763178015,0.102492415339857
0.43316419320749,0.461106989027397,0.24601199915614,0.250667589460178,0.235606892307624,1,0.113509425667562,-0.206019399503006,0.0990655358493215,0.0775942672863685,0.345107048260237,-0.0950119683082619,0.0782247556616545,-0.0442045421916822,0.213099939311902,0.356807003578946,0.323708394266093,0.208125763557789,0.0584141855479236,0.0191531305500316,0.214690485669647,0.479683193141929,-0.064940547986471,0.296373882072606,0.436177944418597,0.223034861402383
-0.00294457299708593,-0.0578631561785361,0.114827031786148,0.158103321607448,0.393103991341128,0.113509425667562,1,-0.0749359965447496,0.0899736517471676,0.036372779774794,0.0401850474647926,0.0498775843189154,0.148456860696209,0.0746292362411246,0.201902628865262,0.227138175731795,0.180031756671597,0.233517129592247,-0.16028424292054,0.199289737781821,0.113111262442717,0.0556091230968054,0.194589394242321,0.507671796662594,-0.0278453208336255,0.119532901831109
-0.274207224259112,-0.129793463386166,-0.0999338479897629,-0.107649973269791,-0.177397748732765,-0.206019399503006,-0.0749359965447496,1,0.0816306533873444,0.0303907907431502,-0.203562053699427,0.082996188702085,0.0833153315048472,0.167699114218058,-0.122145631164043,-0.146569735841243,-0.0384452463210218,-0.0666241782266672,0.0387416410452842,0.247836884700353,0.0136166449124135,-0.165408639639231,0.24937852179042,-0.110089376640196,-0.147700767117859,0.0288883441007158
0.0392252608570962,0.0784565281965223,0.162374877145517,0.152006885465267,0.286524021336329,0.0990655358493215,0.0899736517471676,0.0816306533873444,1,0.0993526442164078,0.176693591262247,0.101434105689882,0.165512765186302,0.0858591234887156,0.274077425005954,0.240076861586997,0.267184225575589,0.554628585708714,-0.0134693449436216,0.171591236503437,0.235137471133811,0.0799292308466044,0.118298425992587,0.164639181216733,0.0474755474715308,0.0842378429132559
0.120563493758655,0.104758063246488,0.394292708678628,0.338429918061586,0.205686039324215,0.0775942672863685,0.036372779774794,0.0303907907431502,0.0993526442164078,1,-0.00794134451612155,0.257201804766968,0.318312145595146,0.18109889330034,0.337268496459581,0.372348172081812,0.458679189600728,0.286597896322651,0.108227593923979,0.167092370323265,0.367164002846213,-0.0557148505961228,0.104739705123592,0.189310576957821,0.0572394478610094,0.249985463354862
0.245158911192866,0.157048665646139,0.202274391732366,0.196130506875374,0.200854281752054,0.345107048260237,0.0401850474647926,-0.203562053699427,0.176693591262247,-0.00794134451612155,1,0.0159514232432306,-0.0513926086051915,-0.162921597784184,0.270423289178833,0.169703225734296,0.136813726654355,0.14783026729242,0.0309371424699513,0.0552726644604064,0.0829772684978522,0.1914402610627,-0.160132780250067,0.0635619790796786,0.174106007241661,-0.0753406692307357
-0.130801045023418,-0.304568381688465,0.313687565035947,0.305484117647593,0.1452455127237,-0.0950119683082619,0.0498775843189154,0.082996188702085,0.101434105689882,0.257201804766968,0.0159514232432306,1,0.211828207115321,0.140277996405533,0.24942731901523,0.227009179872943,0.281275262722421,0.208908997873901,-0.169236454753305,0.0926148327080161,0.0623086018764914,0.0618909540455526,0.145210221870075,0.109133581677833,0.0672646225138438,0.076023509475081
0.152581308484434,0.0721540041988856,0.34416449401405,0.318529382169262,0.197958474719497,0.0782247556616545,0.148456860696209,0.0833153315048472,0.165512765186302,0.318312145595146,-0.0513926086051915,0.211828207115321,1,0.437576188184745,0.2538303732162,0.425218878878842,0.449961890380178,0.359776302433624,-0.041740438075861,0.310686503639538,0.33210072250135,0.00261726458895084,0.458213382556848,0.395013262536731,0.0182667999557125,0.390826719870888
