"affordance","approach_avoidance","attainability","attainment_maintenance","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commonality","conflict","connectedness","construal_level","control","difficulty","end_state_specificity","external_importance","external_motivation","frequency","ideal_motivation","identified_motivation","importance","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","ought_motivation","social_desirability","specificity","temporal_duration","visibility"
1,-0.0663472978693685,0.519302593911324,0.123546638269027,0.166016477430958,0.197795301396532,0.0642110043862001,0.568866891155103,0.0281314898136733,-0.202017954277717,0.160953417965567,0.11348929128514,0.241858280521383,-0.200746784725988,-0.0191187900313815,0.238695422677532,0.0346305030652858,0.0279313940316181,0.106898591859188,0.170971752276798,0.296281604156498,0.201456663068165,0.243308295103127,-0.0321186593065226,0.195829783763734,0.281871395761478,0.0854678650917018,0.158352378611534,0.0948484954010624,-0.0559165687296184,0.216484405794611
-0.0663472978693685,1,-0.0233936790220138,0.202655187717427,-0.129467643571563,-0.111338685590343,0.0360658107594315,-0.108524961302537,0.00298287599067748,0.15664940321302,0.0904276861828365,0.0147475276708213,-0.0971763205597215,0.0629015733152872,0.180536672916591,0.038905878158252,0.138972506428748,0.0836152343570106,-0.055591175400503,-0.0582564490407315,-0.0389909432376673,0.0360195225615894,-0.0509772830733452,0.117544756969088,-0.0297946204834658,-0.11080716529266,0.147112795095941,-0.0479952474038618,-0.118433604750724,0.00602689912410625,-0.0384624948036481
0.519302593911324,-0.0233936790220138,1,0.0832608875119527,0.188633410409761,0.240266238102145,0.0881530896442978,0.585493495129709,0.000188423921584811,-0.0637274583917245,0.169097850168456,0.155720470684166,0.0976519360566424,-0.289592331547836,0.00654473694695546,0.230150841792312,0.109474885371277,-0.0618504709503977,0.106836713958926,0.178120350991608,0.414511693165757,0.201814432332982,0.231083462588636,-0.0387424645987046,0.208161366141612,0.220442240232985,0.0489482393114501,0.108647262453188,0.100124649842364,-0.0528174925071343,0.257716921352365
0.123546638269027,0.202655187717427,0.0832608875119527,1,-0.083511258655452,-0.074985802400773,0.160177747215469,0.0872530776672109,0.0850131711642696,-0.0218397091782076,0.157602863571011,-0.080444223722517,0.0969591573632453,-0.09439666181947,0.158094647942072,-0.0477528401576649,-0.0259341566894321,0.466603735744254,0.0938090220285901,0.0188577394040984,-0.0252874836163833,0.0704278081374361,0.0817793825113253,0.00104856573840767,0.0263664580044814,-0.0372855205357942,-0.00918081669172504,-0.0279778898352716,-0.111441088722601,0.230506468504341,-0.0761706290859564
0.166016477430958,-0.129467643571563,0.188633410409761,-0.083511258655452,1,0.724521650997426,0.293736737612177,0.15101912479654,0.197504409688488,0.00419690255705779,0.189786872000512,0.339060559861258,0.224140447941334,0.307273233231101,-0.0470558693359649,0.285269220481552,0.10587341474618,-0.0276579765399438,0.4046142607394,0.471899378398012,0.604966923017344,0.375398002511783,0.146823431265348,0.172901293244545,0.314697723908494,0.173026354527355,0.0686029978415733,0.365312278324323,0.21120508690773,0.0124720458527325,0.246846339177084
0.197795301396532,-0.111338685590343,0.240266238102145,-0.074985802400773,0.724521650997426,1,0.286987786399794,0.185584466234291,0.174391940088822,-0.0496025307798785,0.151232762426549,0.286658195463764,0.172723139153824,0.210106497321279,-0.0483623569046708,0.253339882957972,0.118467755683183,-0.0468336637507101,0.364737878109963,0.465961158060684,0.535552563458983,0.319563713187694,0.14184182375392,0.112782599250841,0.30968053055644,0.225120286340093,0.0706211134898329,0.351701201019673,0.216260808889807,0.00902618624128045,0.246010968081532
0.0642110043862001,0.0360658107594315,0.0881530896442978,0.160177747215469,0.293736737612177,0.286987786399794,1,0.0884600991347422,0.381125756937108,-0.0253801617545381,0.328253688846006,0.195128656152379,0.140227116074577,0.143268403799163,0.0058680899349395,0.250973383410347,0.166316593037253,0.075926227935103,0.331326322463829,0.346439628980377,0.33858577469746,0.429325592851338,-0.0658678085603022,0.20781917880189,0.236395016941028,0.0787054640612968,0.100056308223031,0.312321679953482,0.0773594814940854,0.0609625400234316,0.0931142276923355
0.568866891155103,-0.108524961302537,0.585493495129709,0.0872530776672109,0.15101912479654,0.185584466234291,0.0884600991347422,1,0.0187274355046658,-0.139452878567931,0.131622084548446,0.0447840406808285,0.286843077800339,-0.252886954238908,-0.114109518463895,0.173496633799396,0.0402578136331805,-0.0348005663022339,0.118830502876073,0.181964688149143,0.325651106452816,0.20573155762477,0.188145935850268,-0.0352914243188759,0.178874306853138,0.337158488701518,0.0270122636520666,0.140377304224859,0.206089439940833,-0.0443430143183711,0.219993803856055
0.0281314898136733,0.00298287599067748,0.000188423921584811,0.0850131711642696,0.197504409688488,0.174391940088822,0.381125756937108,0.0187274355046658,1,-0.00947501093300052,0.145019428740184,0.104291068607461,0.0994142442499792,0.120016326582391,0.0264632005323291,0.174359369598798,0.0958223455952882,0.0973172738101521,0.191234272756562,0.252401085021262,0.216465686481397,0.244905700403903,-0.121365355872963,0.209853872318041,0.167352938290555,0.051404968272638,0.183534265735742,0.441141438468942,-0.0100015541643444,0.0320211830199494,0.0527587264456074
-0.202017954277717,0.15664940321302,-0.0637274583917245,-0.0218397091782076,0.00419690255705779,-0.0496025307798785,-0.0253801617545381,-0.139452878567931,-0.00947501093300052,1,0.112932185925827,0.109423657552336,-0.0922129886067889,0.184648341372546,0.0274768490620298,0.0661056866709637,0.172313883180491,-0.0116433692560934,0.0602489989700372,-0.019923058417408,0.00947470310052718,0.0415588309830681,0.0378897334798229,0.145104147509468,0.102981707399692,-0.0917943500844298,0.18870208900626,0.0191306848595212,0.00411987233186923,0.00622957028241776,0.0734534308605046
