"MTurkCode","goalType","final_time","satisfaction_base","satisfaction_final","progress_base","progress_final","Value_4f","Clarity_4f","External_4f","Consensus_4f","Value_6f","External_6f","Attainability_6f","Consensus_6f","Measurability_6f","Instrumentality_6f"
"A10LHWALI4BZPC","recurrance","F3",1.87757969788489,0.678017526111466,1.97138318481086,1.06633721459414,0.229191191397753,1.46741766876706,-0.660642424742436,-0.192534106002831,0.770380096989605,-0.781845468779465,1.59126519918783,-0.192534106002831,0.807147154340684,-0.052454899386787
"A10LHWALI4BZPC","short-term","F1",0.781824986020224,1.12294699946756,0.910167089254523,1.06633721459414,-2.52096611123817,0.39941158785677,-1.08452282443267,-0.841641525277849,-2.2365272065146,-1.18259298088534,0.863644212501907,-0.841641525277849,0.807147154340684,-1.67988475251356
"A10LHWALI4BZPC","long-term","F3",-0.313929725844438,-0.65677089395682,-0.504787704820593,-0.668140270770898,-0.650859145445743,-1.38059854699371,-1.08452282443267,-1.27437980479453,-0.432382824412085,-1.18259298088534,-1.80429940534648,-1.27437980479453,-0.518341496979799,-1.4086464436591
"A110BZSDZN7E16","short-term","F2",1.32970234195256,1.12294699946756,1.2639057877733,1.35541679548831,0.33919748350319,0.577412601341815,-0.236762025052202,-0.841641525277849,0.319344001463973,-0.381097956673589,-0.591597760869943,-0.841641525277849,0.807147154340684,-0.052454899386787
"A110BZSDZN7E16","short-term","F3",-0.313929725844438,0.678017526111466,-0.151049006301814,0.488178052805794,-0.320840269129432,0.577412601341815,-0.0954685584887913,0.0238350337555088,0.0186532711135483,-0.247515452638294,-0.349057431974635,0.0238350337555088,0.807147154340684,-0.866169825950176
"A110BZSDZN7E16","long-term","F3",1.32970234195256,1.12294699946756,0.910167089254523,1.35541679548831,0.779222651924939,0.755413614826859,-0.943229357869258,1.10568073254721,0.46968936663918,-0.781845468779465,0.136023225815982,1.10568073254721,0.807147154340684,0.761260027176602
"A11F3MA5FWH6SJ","recurrance","F3",-1.4096844377091,0.23308805275537,-1.21226510185815,0.488178052805794,1.21924782034669,0.755413614826859,0.187118374638031,0.889311592788867,1.52210692286565,0.153232059467583,0.37856355471129,0.889311592788867,0.807147154340684,0.490021718322141
"A11F3MA5FWH6SJ","recurrance","F3",0.781824986020224,1.12294699946756,0.556428390735744,1.35541679548831,0.33919748350319,1.11141564179696,-0.519348958179025,0.672942453030527,0.920725462164812,-0.514680460708884,1.59126519918783,0.672942453030527,0.807147154340684,0.218783409467673
"A11F3MA5FWH6SJ","short-term","F1",-1.4096844377091,1.12294699946756,-1.21226510185815,1.35541679548831,0.00917860718687896,-0.668594493053521,-0.378055491615613,-1.27437980479453,0.620034731814387,-0.514680460708884,-0.834138089765252,-1.27437980479453,-1.40200059786012,-1.13740813480464
"A11ILN5YSUDVG8","recurrance","F3",0.233947630087893,0.678017526111466,-0.151049006301814,0.777257633699967,0.449203775608628,0.39941158785677,0.328411841201442,-0.841641525277849,0.319344001463973,0.28681456350287,0.621103883606598,-0.841641525277849,0.365317603900523,0.761260027176602
"A11ILN5YSUDVG8","long-term","F3",-0.313929725844438,-1.10170036731292,-0.858526403339373,-1.24629943255924,0.999235236135813,-0.668594493053521,0.610998774328264,-0.40890324576117,0.770380096989605,0.420397067538165,-0.834138089765252,-0.40890324576117,-0.96017104741996,0.761260027176602
"A121T4P5NKCHCS","short-term","F2",1.32970234195256,1.12294699946756,0.556428390735744,1.06633721459414,0.669216359819502,1.11141564179696,1.0348791740185,0.0238350337555088,0.46968936663918,0.821144579644042,0.863644212501907,0.0238350337555088,0.365317603900523,0.490021718322141
"A121T4P5NKCHCS","short-term","F3",0.781824986020224,1.12294699946756,-0.858526403339373,1.06633721459414,0.449203775608628,0.221410574371726,-0.378055491615613,-0.40890324576117,0.770380096989605,-0.113932948603007,-0.106517103079327,-0.40890324576117,0.807147154340684,-0.323693208241247
"A121T4P5NKCHCS","short-term","F3",-0.861807081776769,-1.54662984066901,-1.21226510185815,-1.24629943255924,0.00917860718687896,0.221410574371726,0.328411841201442,-0.192534106002831,-0.13169209406166,0.153232059467583,-0.591597760869943,-0.192534106002831,0.365317603900523,0.218783409467673
"A132GRVDGXPJGY","short-term","F3",-1.4096844377091,-1.54662984066901,-0.858526403339373,-1.24629943255924,0.889228944030375,-1.02459652002361,0.328411841201442,0.672942453030527,0.920725462164812,0.153232059467583,-1.56175907645118,0.672942453030527,-0.518341496979799,-0.323693208241247
"A132GRVDGXPJGY","short-term","F3",-1.4096844377091,-1.54662984066901,-0.858526403339373,-1.82445859434759,1.10924152824125,0.577412601341815,0.187118374638031,-1.05801066503619,1.22141619251523,0.0196495554322881,0.136023225815982,-1.05801066503619,0.807147154340684,1.03249833603106
"A13FUEPWBCLBUY","recurrance","F3",1.32970234195256,0.678017526111466,1.97138318481086,0.777257633699967,0.669216359819502,1.46741766876706,-0.519348958179025,0.0238350337555088,0.620034731814387,-0.64826296474417,1.10618454139721,0.0238350337555088,0.807147154340684,0.761260027176602
"A13FUEPWBCLBUY","recurrance","F1",1.32970234195256,-1.54662984066901,1.97138318481086,-1.53537901345342,0.779222651924939,1.46741766876706,-0.801935891305847,1.10568073254721,0.620034731814387,-0.91542797281476,1.34872487029252,1.10568073254721,0.807147154340684,1.30373664488553
"A13O22EMG5ZVN0","recurrance","F3",-0.313929725844438,-0.211841420600725,0.202689692216965,-0.379060689876725,-0.760865437551181,-1.91460158744886,0.187118374638031,-0.841641525277849,-1.33445501546334,0.420397067538165,-1.80429940534648,-0.841641525277849,-1.84383014830028,0.218783409467673
"A13O22EMG5ZVN0","recurrance","F3",-1.4096844377091,-1.54662984066901,0.202689692216965,-0.957219851665071,-1.20089060597293,-2.62660564138905,0.893585707455086,0.240204173513848,-1.63514574581376,1.08830958771462,-1.56175907645118,0.240204173513848,-1.84383014830028,-1.13740813480464
"A13O22EMG5ZVN0","recurrance","F3",-0.861807081776769,-0.211841420600725,0.202689692216965,-0.379060689876725,-1.20089060597293,-2.448604627904,0.187118374638031,-1.05801066503619,-1.33445501546334,0.420397067538165,-1.07667841866056,-1.05801066503619,-2.28565969874044,-0.594931517095715
"A13WTEQ06V3B6D","recurrance","F3",-0.861807081776769,1.12294699946756,0.910167089254523,0.777257633699967,0.669216359819502,0.755413614826859,1.17617264058191,1.53841901206388,0.168998636288755,1.08830958771462,0.621103883606598,1.53841901206388,0.807147154340684,1.30373664488553
"A13WTEQ06V3B6D","recurrance","F3",-1.4096844377091,-1.54662984066901,0.556428390735744,-0.379060689876725,1.10924152824125,-0.846595506538566,1.60005304027214,1.32204987230555,0.620034731814387,1.4890570998205,-0.834138089765252,1.32204987230555,-1.84383014830028,1.30373664488553
"A13WTEQ06V3B6D","short-term","F3",0.781824986020224,0.678017526111466,-0.504787704820593,0.199098471911621,-0.980878021762054,0.577412601341815,-1.08452282443267,-1.70711808431121,-0.582728189587291,-0.64826296474417,1.10618454139721,-1.70711808431121,0.807147154340684,-0.866169825950176
"A1561P9VVA3C1C","recurrance","F3",-1.4096844377091,-1.54662984066901,-1.21226510185815,-1.53537901345342,-0.100827684918558,-0.490593479568477,-0.801935891305847,0.240204173513848,-0.13169209406166,-0.91542797281476,-1.56175907645118,0.240204173513848,0.807147154340684,-0.866169825950176
"A1561P9VVA3C1C","short-term","F1",-1.4096844377091,1.12294699946756,-1.21226510185815,1.35541679548831,-1.4209031901838,-0.134591452598376,-0.0954685584887913,-0.841641525277849,-1.18410965028813,-0.247515452638294,-0.834138089765252,-0.841641525277849,0.807147154340684,-1.95112306136802
"A1561P9VVA3C1C","long-term","F3",-1.4096844377091,-1.10170036731292,-1.21226510185815,-1.53537901345342,0.33919748350319,-1.91460158744886,0.328411841201442,0.672942453030527,0.319344001463973,0.28681456350287,-2.77446072092772,0.672942453030527,0.365317603900523,-0.323693208241247
"A15VI0QFR2YO50","short-term","F3",-1.4096844377091,1.12294699946756,-1.21226510185815,1.35541679548831,1.32925411245212,1.11141564179696,1.45875957370873,0.240204173513848,1.22141619251523,1.22189209174992,0.863644212501907,0.240204173513848,-0.518341496979799,0.761260027176602
"A15VI0QFR2YO50","short-term","F2",-1.4096844377091,1.12294699946756,-0.858526403339373,1.35541679548831,1.21924782034669,1.11141564179696,-0.236762025052202,0.889311592788867,1.22141619251523,-0.381097956673589,0.37856355471129,0.889311592788867,0.365317603900523,0.490021718322141
"A169WH54HMYS5Z","recurrance","F3",-0.861807081776769,-1.10170036731292,-0.504787704820593,-0.668140270770898,0.889228944030375,0.933414628311917,-0.236762025052202,0.889311592788867,1.52210692286565,-0.381097956673589,0.863644212501907,0.889311592788867,0.365317603900523,-0.052454899386787
"A169WH54HMYS5Z","recurrance","F2",-1.4096844377091,-1.10170036731292,-0.858526403339373,-1.53537901345342,-0.210833977023995,-1.02459652002361,-1.36710975755949,-1.92348722406955,0.0186532711135483,-1.04901047685005,-0.591597760869943,-1.92348722406955,-1.40200059786012,-0.594931517095715
"A16Z9FSSF1X74O","long-term","F2",0.781824986020224,-1.10170036731292,-0.858526403339373,-0.957219851665071,-0.320840269129432,-0.31259246608342,-1.36710975755949,0.672942453030527,-0.883418919937716,-1.44975798895592,-0.834138089765252,0.672942453030527,-0.96017104741996,0.490021718322141
"A16Z9FSSF1X74O","short-term","F1",-0.313929725844438,-0.211841420600725,-0.858526403339373,-1.53537901345342,-0.320840269129432,-0.134591452598376,-1.93228362381314,-1.70711808431121,-0.432382824412085,-1.9840880050971,-0.106517103079327,-1.70711808431121,-0.518341496979799,0.490021718322141
"A16Z9FSSF1X74O","recurrance","F3",1.32970234195256,1.12294699946756,-0.151049006301814,1.35541679548831,-2.85098498755448,0.39941158785677,-1.5084032241229,-1.92348722406955,-2.68756330204023,-1.58334049299122,0.136023225815982,-1.92348722406955,0.365317603900523,-1.67988475251356
"A1720HSKGQ41VJ","short-term","F1",0.233947630087893,1.12294699946756,-0.858526403339373,1.35541679548831,-0.320840269129432,-0.668594493053521,0.328411841201442,0.456573313272188,-0.13169209406166,0.28681456350287,-1.56175907645118,0.456573313272188,0.807147154340684,-1.4086464436591
"A1720HSKGQ41VJ","short-term","F3",0.781824986020224,-1.54662984066901,1.61764448629208,-0.379060689876725,0.00917860718687896,-0.31259246608342,-0.943229357869258,0.240204173513848,0.46968936663918,-0.91542797281476,-0.591597760869943,0.240204173513848,-0.0765119465396379,-0.594931517095715
"A1720HSKGQ41VJ","long-term","F2",-0.861807081776769,-0.65677089395682,-0.151049006301814,-1.53537901345342,-1.75092206650011,-0.31259246608342,1.45875957370873,0.240204173513848,-1.93583647616419,1.22189209174992,-1.56175907645118,0.240204173513848,0.807147154340684,-0.866169825950176
"A1720HSKGQ41VJ","recurrance","F3",-1.4096844377091,-1.54662984066901,-0.504787704820593,-1.24629943255924,0.449203775608628,0.577412601341815,0.187118374638031,0.240204173513848,0.46968936663918,0.0196495554322881,0.37856355471129,0.240204173513848,0.365317603900523,0.761260027176602
"A17KN7NAP48L4B","short-term","F2",1.32970234195256,1.12294699946756,1.97138318481086,1.35541679548831,-0.320840269129432,0.755413614826859,-0.519348958179025,0.456573313272188,-0.13169209406166,-0.64826296474417,0.37856355471129,0.456573313272188,0.807147154340684,-0.052454899386787
"A17KN7NAP48L4B","recurrance","F3",-1.4096844377091,-0.65677089395682,-1.21226510185815,0.199098471911621,-0.760865437551181,0.577412601341815,-0.660642424742436,0.456573313272188,-1.03376428511292,-0.781845468779465,0.37856355471129,0.456573313272188,0.807147154340684,0.761260027176602
"A17KN7NAP48L4B","recurrance","F2",-0.313929725844438,-1.54662984066901,-0.504787704820593,-1.24629943255924,-0.210833977023995,0.221410574371726,-1.08452282443267,0.889311592788867,-0.883418919937716,-1.18259298088534,-0.349057431974635,0.889311592788867,-0.518341496979799,0.761260027176602
"A18JNQE5GZQIX5","recurrance","F3",0.781824986020224,0.678017526111466,1.61764448629208,0.488178052805794,-0.650859145445743,-0.31259246608342,-0.236762025052202,-0.192534106002831,-0.282037459236866,-0.247515452638294,-0.106517103079327,-0.192534106002831,-0.518341496979799,-1.13740813480464
"A18JNQE5GZQIX5","long-term","F3",0.781824986020224,1.12294699946756,0.910167089254523,-0.957219851665071,0.00917860718687896,0.755413614826859,-0.660642424742436,-1.49074894455287,0.0186532711135483,-0.64826296474417,0.621103883606598,-1.49074894455287,0.807147154340684,0.490021718322141
